# r	p	err_p
2.488415981977685654e+00 2.625294147098582997e-01 1.250078230789111082e-03
3.510757795699960937e+00 5.195351632939291253e-01 1.424354080343769252e-03
4.309309792237499437e+00 4.865740335430293606e-01 7.461082364490600853e-04
4.955817264349337670e+00 2.643134309675804205e-01 1.249863520753381101e-03
5.559424768472383427e+00 2.403382094354446497e-01 8.825160591490410983e-04
5.963470399734503324e+00 1.049111807732497348e-01 1.827764567703067666e-03
6.588862247717185205e+00 3.873151672336555551e-01 5.568681189698409997e-04
7.413449382230384188e+00 3.075142414299804616e-01 6.398742077400225783e-04
7.976073742046320803e+00 3.881640778955665616e-01 7.466242766856116906e-04
8.364287582791412490e+00 3.426710283844978111e-01 9.173381736479300922e-04
8.906469089539193362e+00 2.603886277503247304e-01 4.572402873098760649e-04
9.635307797024394105e+00 3.694161216703130690e-01 5.788838824318662734e-04
1.024693753329237644e+01 3.258330628908894799e-01 4.903709406972748056e-04
1.085885229385270634e+01 3.545903443763325225e-01 4.010950525343396928e-04
1.147320813139008244e+01 2.868690482628936111e-01 5.073311729546720397e-04
1.200281934593786204e+01 3.256506728045325816e-01 5.154682484802676577e-04
1.258534070116741788e+01 3.298543230788497649e-01 3.561829012535721239e-04
1.320676678018954675e+01 3.389500835112793098e-01 3.536847710833689192e-04
1.396345331480911689e+01 3.520886251574206760e-01 3.715809109293643727e-04
1.448805916725231668e+01 3.348359691381723180e-01 3.502838359903631509e-04
1.490315024061426996e+01 3.329799639563235658e-01 4.928247207030072522e-04
1.525200266144286942e+01 3.196082586436906903e-01 3.813223278459169376e-04
1.569605571722358306e+01 3.395864967548901103e-01 4.352025352575976153e-04
1.619587114305022979e+01 3.428982674194128721e-01 3.089630956276071135e-04
1.676602310562821785e+01 3.369727163319205521e-01 2.857599437596870578e-04
1.747812590610621086e+01 3.399628883354199327e-01 2.671093540546442928e-04
1.813888201022706426e+01 3.267512266281111799e-01 2.784671632624410170e-04
1.867915391542355508e+01 3.357226158685305828e-01 3.006903253244500463e-04
1.920140562198590928e+01 3.321217891165890168e-01 2.680536056726046026e-04
1.965031284312060222e+01 3.310282332903902169e-01 3.610310785196904713e-04
2.001538681302597666e+01 3.357312603340856794e-01 3.055127496140532558e-04
2.049108390909421118e+01 3.335878773692584343e-01 2.626386144610835111e-04
2.092702405529136200e+01 3.268796840683483862e-01 3.081136835851064305e-04
2.146010476089311680e+01 3.291507870213266074e-01 2.208871382890607187e-04
2.202654002769749653e+01 3.303371376158511508e-01 2.610559324973667043e-04
2.270394077327118865e+01 3.317536377199101216e-01 1.900392259601500875e-04
2.331973812157574244e+01 3.302244629909943940e-01 2.421735435903196352e-04
2.398735982790861598e+01 3.324452722338358535e-01 1.824732250232176693e-04
2.465515263619948882e+01 3.298961274921796138e-01 2.253650048916625904e-04
2.513579750669830659e+01 3.320039818231952378e-01 2.155164119162785265e-04
2.556874468435235670e+01 3.301825416806846158e-01 2.579904586125598086e-04
2.612758220157047973e+01 3.329156194687648007e-01 1.789952349140903128e-04
2.666515378013422577e+01 3.334984709712755513e-01 2.379278936253851706e-04
2.719524555446311354e+01 3.314511236981546038e-01 1.705045916494012440e-04
2.775897086545241521e+01 3.310784957596870637e-01 2.383562262362280812e-04
2.821838742577162762e+01 3.323322530971082323e-01 1.761884931704399795e-04
2.910686987193997055e+01 3.318010050823183565e-01 1.271319978912818403e-04
3.000598343774571930e+01 3.317028099825195531e-01 1.609328755905688776e-04
3.055369688867018496e+01 3.308361564521096199e-01 1.812060172935611138e-04
3.132660610227726039e+01 3.301580655291531663e-01 1.263140968705511421e-04
3.208185117742112169e+01 3.308376850876438291e-01 1.675300590458417196e-04
3.256730425754875569e+01 3.312056804953547040e-01 1.774646585480882204e-04
3.304433731833321275e+01 3.308409028491216541e-01 1.742571535183851333e-04
3.343319093492502958e+01 3.312017597857951356e-01 2.069290698398067185e-04
3.382973169765019605e+01 3.301551454634533145e-01 1.669702636342093344e-04
3.447416414534995965e+01 3.297757216457323781e-01 1.269436177070731213e-04
3.527293967702631505e+01 3.308336343971694515e-01 1.263573772826497390e-04
3.590866090932379961e+01 3.321081578261073086e-01 1.545492898650460830e-04
3.665213664611406585e+01 3.306484389575118921e-01 1.072260958930427126e-04
3.770770750858445552e+01 3.303789456592156615e-01 9.948546357672872174e-05
3.864984232176654899e+01 3.319036811816616361e-01 1.128547612392048917e-04
3.937016135651108328e+01 3.309033237321066800e-01 1.275494696479188568e-04
