# r	h_0	h_1	h_2	h_3	h_4	h_5	h_6	h_7	h_8	h_9	h_10	h_11	h_12	h_13	h_14	h_15	h_16	h_17	h_18	h_19	h_20	h_21	h_22	h_23	h_24	h_25	h_26	h_27	h_28	h_29	h_30	h_31	h_32	
2.030139220299999714e+00 2.280191549000000180e+02 2.272760009999999795e+02 2.281018447999999808e+02 2.280796737499999836e+02 2.280900040000000217e+02 2.272733153999999729e+02 2.280674895999999876e+02 2.280876617999999780e+02 2.281036529499999688e+02 2.280764847500000201e+02 2.272660065000000031e+02 2.280798186999999757e+02 2.272593383999999901e+02 2.272696685999999886e+02 2.272773438000000112e+02 2.280921707499999798e+02 2.280846710499999972e+02 2.280953368999999498e+02 2.272683410999999580e+02 2.272766570999999942e+02 2.272746735000000058e+02 2.280766677999999956e+02 2.272710113999999635e+02 2.280853424499999846e+02 2.272779845999999679e+02 2.272646789999999726e+02 2.272916717999999605e+02 2.272663421999999969e+02 2.272713318000000129e+02 2.272716674999999782e+02 2.272543181999999717e+02 2.272600098000000060e+02 2.272643280000000061e+02
3.030139220299999714e+00 2.287483520499999941e+02 2.283844401333333280e+02 2.287594910499999514e+02 2.287361678999999981e+02 2.287534866999999394e+02 2.283865407666666272e+02 2.287276840499999935e+02 2.287494813000000136e+02 2.287551804500000117e+02 2.287395172999999318e+02 2.283757782333333353e+02 2.287435150499999850e+02 2.283717956999999785e+02 2.283751068333333478e+02 2.283868001333333098e+02 2.287499923999999396e+02 2.287429962499999760e+02 2.287531586499999889e+02 2.283781281000000263e+02 2.283822072666666827e+02 2.283832143666666070e+02 2.287344818999999916e+02 2.283761241333333203e+02 2.287349930500000141e+02 2.283866526333332843e+02 2.283616689333332772e+02 2.283944600333333312e+02 2.283721110333332547e+02 2.283827972999999645e+02 2.283766683666666779e+02 2.283666484000000025e+02 2.283727976999999782e+02 2.283710988333333205e+02
4.030139220299998826e+00 2.292966689999999517e+02 2.291036681999999018e+02 2.291093292000000474e+02 2.290930022999999665e+02 2.291113281000000370e+02 2.291023253999999270e+02 2.290903472999999622e+02 2.291006622000001016e+02 2.291166686999999911e+02 2.290960082999999941e+02 2.290883331000001135e+02 2.290930022999998528e+02 2.290996703999999227e+02 2.290919951999999284e+02 2.290996857000000091e+02 2.291099853999999141e+02 2.290953216999999995e+02 2.291093292000000474e+02 2.290966796999998678e+02 2.290959929999999076e+02 2.290976562999999260e+02 2.290903319999999894e+02 2.290870055999999977e+02 2.290833283000000620e+02 2.290946654999999055e+02 2.290800017999999909e+02 2.291056823999999779e+02 2.290919951999999284e+02 2.290896758999999747e+02 2.290889893000000939e+02 2.290899963000000525e+02 2.290910033999999769e+02 2.292818298500000083e+02
5.030139220299998826e+00 2.297533416999999645e+02 2.296151656999999204e+02 2.296193237500000350e+02 2.296083221999998614e+02 2.296210098500000640e+02 2.296096725500000275e+02 2.296051711999999725e+02 2.296196747000000187e+02 2.296298370499998782e+02 2.296121826500000225e+02 2.296059876000000486e+02 2.296076736500000379e+02 2.296135025000000951e+02 2.296104889499999899e+02 2.296033401500000082e+02 2.296113281500000767e+02 2.296014862499999936e+02 2.296118164499999921e+02 2.296131668000000445e+02 2.296056747500000483e+02 2.296029816000000210e+02 2.296106720000000223e+02 2.296010055500000817e+02 2.295949936499999922e+02 2.296010055499999680e+02 2.296029892500000642e+02 2.296100006000000349e+02 2.295996551999999156e+02 2.296010131999998976e+02 2.296034851499999832e+02 2.295930022999999665e+02 2.295998382500000616e+02 2.297310027999999420e+02
6.030139220299998826e+00 2.311908050399999297e+02 2.311884643599999833e+02 2.311839935399999888e+02 2.311794647400000144e+02 2.311910675000000026e+02 2.311784698400000764e+02 2.311789978200000348e+02 2.311960693399998945e+02 2.311988037200000292e+02 2.311732025399999770e+02 2.311719299599999999e+02 2.311700042800000574e+02 2.311752655400000549e+02 2.311779998800001010e+02 2.311780639799999904e+02 2.311728698800000643e+02 2.311721283200000414e+02 2.311795318800000985e+02 2.311816009799999847e+02 2.311839355800000817e+02 2.311705322400000568e+02 2.311666015799999059e+02 2.311741333399999405e+02 2.311642639200000247e+02 2.311661987400000839e+02 2.311775970599999823e+02 2.311774627800000417e+02 2.311757965199999489e+02 2.311797363399999483e+02 2.311748016399999983e+02 2.311619354199999066e+02 2.311695343199999968e+02 2.311591339200000164e+02
7.030139220299998826e+00 2.330541611000001012e+02 2.341564575399999626e+02 2.330605011499999364e+02 2.330550003000000743e+02 2.330648345999998128e+02 2.330534973500000433e+02 2.330516510499999185e+02 2.330626678500000253e+02 2.333534647666666899e+02 2.330389938499999971e+02 2.330521698000000015e+02 2.330358200499999839e+02 2.330389862499998799e+02 2.330483322499999304e+02 2.330498199999999542e+02 2.330455093499999748e+02 2.330476760999999897e+02 2.330543442000000596e+02 2.330511550999999599e+02 2.330571746999999050e+02 2.330366669000000002e+02 2.330316696500001399e+02 2.330476608499998292e+02 2.330406723500000226e+02 2.330425033500000609e+02 2.330451660500000344e+02 2.330514832000001206e+02 2.330439987500001280e+02 2.330568237500001487e+02 2.330488358000000062e+02 2.330313339500000893e+02 2.330306549500000983e+02 2.330213394500001414e+02
8.030139220299998826e+00 2.346485138250000091e+02 2.357816620000003240e+02 2.346501655749999600e+02 2.346485862749999569e+02 2.346482391250000319e+02 2.339601516499999434e+02 2.339581756999998561e+02 2.339736557500000345e+02 2.339724655499999244e+02 2.348083984799998802e+02 2.339611740000000282e+02 2.346347542249999378e+02 2.339515076499999395e+02 2.346411628749999636e+02 2.346398430749999306e+02 2.339571532999998453e+02 2.346410026500000185e+02 2.346437531000000263e+02 2.346467629249999618e+02 2.346486587499998677e+02 2.346361694500000112e+02 2.346389045749999696e+02 2.346329269999998814e+02 2.346424980749998213e+02 2.346382332250000218e+02 2.346393280499997900e+02 2.346355057250000300e+02 2.346418304499999294e+02 2.346378441750000547e+02 2.339520110999999361e+02 2.339414901500001633e+02 2.346228409500000680e+02 2.346266518500000302e+02
9.030139220299998826e+00 2.362620087333331469e+02 2.362601217000001270e+02 2.360891570999997384e+02 2.362526550333332125e+02 2.362572275999997657e+02 2.345564957000001414e+02 2.345628281000001607e+02 2.345798264000002291e+02 2.345739975499998309e+02 2.362403259666668021e+02 2.345555114999997386e+02 2.362412312999998392e+02 2.345528259500001695e+02 2.362475433333332546e+02 2.362432301999997435e+02 2.345643234500000744e+02 2.362473246666668274e+02 2.362612050333330842e+02 2.362528992333333520e+02 2.362553405666667459e+02 2.362467600333329756e+02 2.362436726999997916e+02 2.360603409000000283e+02 2.362533213666668814e+02 2.360796737999999095e+02 2.362398783666664315e+02 2.362442271333332826e+02 2.362480926666667074e+02 2.362447866000002250e+02 2.345528412000001026e+02 2.345504913500001294e+02 2.362406769333335035e+02 2.362342274999997755e+02
1.003013922029999883e+01 2.361183319000001575e+02 2.361206818000000567e+02 2.363493195000000924e+02 2.361156463999996049e+02 2.369753418000000238e+02 2.351745224000001144e+02 2.351799850499996865e+02 2.352006912500000908e+02 2.351958236499999657e+02 2.360923156999997445e+02 2.351796569500002079e+02 2.360989989999998215e+02 2.351773223999998663e+02 2.360979919000001246e+02 2.361056670999996641e+02 2.351838531499997771e+02 2.369683228000003510e+02 2.369853210000001127e+02 2.361083373999999822e+02 2.361130218999996941e+02 2.361069793999995454e+02 2.361063537999998516e+02 2.363231734999999389e+02 2.369816590000000360e+02 2.367893372500002442e+02 2.361023101999999199e+02 2.361026763999998366e+02 2.361063080000003538e+02 2.360946654999997918e+02 2.351693267499999820e+02 2.351663513499997862e+02 2.360993347000003268e+02 2.369746703999999227e+02
1.103013922029999883e+01 2.358173293999998350e+02 2.358271789999998873e+02 2.358158263999998780e+02 2.358241500999997697e+02 2.373321762499999750e+02 2.358060150000001158e+02 2.358056641500002115e+02 2.358198471000000609e+02 2.358193283999999039e+02 2.357943192000002455e+02 2.358144989500001429e+02 2.358038330499998665e+02 2.358023300499999095e+02 2.358043212999996285e+02 2.358088379499999974e+02 2.358071823000000222e+02 2.373316574499999660e+02 2.373443222000000787e+02 2.358098296999996819e+02 2.358180084499999793e+02 2.358133240000001933e+02 2.358008499499997015e+02 2.357876663500001087e+02 2.373389968999999837e+02 2.373418426500002170e+02 2.358014908000000105e+02 2.358119964500001515e+02 2.357984848999999485e+02 2.358039932500000759e+02 2.358023224000003211e+02 2.356885681666666130e+02 2.358056640999998308e+02 2.373310165499997311e+02
